frame,root_x,root_y,root_z,left_z,right_z,left_contact,right_contact,left_contact_count,right_contact_count,left_xy_step_motion,right_xy_step_motion,left_clearance,right_clearance,left_swing,right_swing
125,1.630998969078064,-0.010483956895768642,0.79,-0.02553663709721292,0.006711936907275798,1,0,2,0,0.06311698166801132,0.0184689974709355,-0.004169417651990057,0.015575247151011468,0,1
126,1.6439573764801025,-0.009608027525246143,0.79,-0.015901515304254182,0.024346487201794734,1,0,2,0,0.0546904715039193,0.01679332962763345,0.0054657041409686795,0.033209797445530403,0,1
127,1.657750129699707,-0.00875439029186964,0.79,0.0001900563912192038,0.037926478034475436,1,0,2,0,0.046538957587542555,0.011822658133217857,0.021557275836442066,0.046789788278211106,1,1
128,1.6725088357925415,-0.008398165926337242,0.79,0.018457429372086526,0.05413020665981985,0,0,0,0,0.03537886592201749,0.017414634148292807,0.03982464881730939,0.06299351690355552,1,1
129,1.6876312494277954,-0.00768620241433382,0.79,0.02676257095485131,0.06732695631842911,0,0,0,0,0.025155378692265234,0.01188131813536377,0.048129790400074174,0.07619026656216478,1,1
130,1.7035343647003174,-0.007210392039269209,0.79,0.018490438728994585,0.07509125276749105,0,0,0,0,0.014054541803323002,0.014285011273594118,0.03985765817421745,0.08395456301122672,1,1
131,1.7207324504852295,-0.006833232939243317,0.79,0.005702962691905421,0.07430116322798484,0,0,0,0,0.012115779724381734,0.011649849196798978,0.027070182137128283,0.08316447347172051,1,1
132,1.738083839416504,-0.0062739611603319645,0.79,-0.004328273660556964,0.07452683922602515,1,0,2,0,0.007359334022675466,0.014408100217175791,0.017038945784665898,0.08339014946976082,1,1
133,1.755358338356018,-0.005925538018345833,0.79,-0.012467536231992413,0.07548162277950285,1,0,2,0,0.008296904577782422,0.020768344713165573,0.00889968321323045,0.08434493302323852,0,1
134,1.77144455909729,-0.005676401779055595,0.79,-0.017393688745038494,0.08826599560537603,1,0,2,0,0.019372560149033373,0.020814654797735897,0.003973530700184368,0.0971293058491117,0,1
135,1.7854365110397339,-0.005624656565487385,0.79,-0.020043621788323862,0.0977687001951328,1,0,2,0,0.022427175922226174,0.03396543403276683,0.0013235976568989997,0.10663201043886847,0,1
136,1.7981207370758057,-0.005679603200405836,0.79,-0.021809640101557462,0.10434704536417416,1,0,2,0,0.027538016570885674,0.041952738289829164,-0.0004424206563346002,0.11321035560790983,0,1
137,1.8102713823318481,-0.006156247109174728,0.79,-0.022843527048614268,0.10196186106148723,1,0,2,0,0.02991018937019034,0.04575421664136102,-0.001476307603391406,0.1108251713052229,0,1
138,1.8221098184585571,-0.006525183096528053,0.79,-0.022921827349124083,0.08868297998702537,1,0,2,0,0.0262466222047248,0.05115909893746804,-0.0015546079039012208,0.09754629023076104,0,1
139,1.833656907081604,-0.00706930086016655,0.79,-0.02140798533970449,0.06759290516244505,1,0,2,0,0.022584829365138448,0.05795092762297272,-4.076589448162929e-05,0.07645621540618072,0,1
140,1.845106601715088,-0.00786486454308033,0.79,-0.016185036225257174,0.044462130986053616,1,0,2,0,0.021286618658561973,0.062156196920324785,0.005182183219965688,0.053325441229789286,0,1
141,1.856258511543274,-0.008725631982088089,0.79,-0.010541087044243766,0.024492289676622994,1,0,2,0,0.016914973521641914,0.07039847047156579,0.010826132400979096,0.033355599920358664,0,1
142,1.8677891492843628,-0.00986573752015829,0.79,-0.0032029676726981204,0.010540411654065607,1,0,1,0,0.013001314438209394,0.07325168199259402,0.01816425177252474,0.019403721897801277,1,1
143,1.8794867992401123,-0.011077442206442356,0.79,0.010251093799016689,0.004324599298854509,0,1,0,1,0.020999228281374852,0.07074543801049159,0.031618313244239554,0.013187909542590179,1,0
144,1.8915733098983765,-0.012166737578809261,0.79,0.019926001619751776,0.003851848542368405,0,1,0,1,0.008743414636224186,0.06362716669544975,0.04129322106497464,0.012715158786104075,1,0
145,1.9041262865066528,-0.012976864352822304,0.79,0.02867632621790968,0.007764138205842194,0,0,0,0,0.008046585086618091,0.056601186454960054,0.050043545663132544,0.016627448449577864,1,1
146,1.9171918630599976,-0.013742506504058838,0.79,0.03866402793034632,0.010031662756492261,0,0,0,0,0.008930737402428746,0.039449687804095794,0.06003124737556918,0.01889497300022793,1,1
147,1.9307695627212524,-0.01459195464849472,0.79,0.04773061320715698,0.029184949298649357,0,0,0,0,0.01156271247465459,0.08693436055144739,0.06909783265237984,0.03804825954238503,1,1
148,1.9449050426483154,-0.0152965122833848,0.79,0.060835127036097045,0.03015897416983422,0,0,0,0,0.015482762102004662,0.016977967089892826,0.08220234648131991,0.03902228441356989,1,1
149,1.9603219032287598,-0.015862852334976196,0.79,0.07048862454326965,0.0069291228347678965,0,0,0,0,0.0209566153022544,0.056230908608159595,0.09185584398849252,0.015792433078503566,1,1
